Policies:,ngps - production methane capture,Unnamed: 2,Unnamed: 3,Unit: g CO2e,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
1100,1150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,1250,4108796007.931216,3287036806.3449726,2465277604.75873,1643518403.1724868,821759201.5862434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,1300,0.0,829837344.5868576,1659674689.173715,2489512033.7605724,3319349378.34743,4149186722.9342885,3319349378.34743,2489512033.7605724,1659674689.1737154,829837344.5868577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,1350,0.0,0.0,0.0,0.0,0.0,0.0,914259284.7347233,1828518569.4694467,2742777854.20417,3657037138.9388933,4571296423.673617,3657037138.9388933,2742777854.20417,1828518569.4694467,914259284.7347233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030620425.9395521,2061240851.8791041,3091861277.8186555,4122481703.7582083,5153102129.69776,4122481703.7582083,3091861277.818656,2061240851.8791046,1030620425.9395523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,1450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,1500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1185805365.4432385,2371610730.886477,3557416096.3297153,4743221461.772954,5929026827.216192,4743221461.772954,3557416096.3297157,2371610730.8864775,1185805365.443239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,1550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360864028.3346083,2721728056.6692166,4082592085.003824,5443456113.338433,6804320141.673041,5443456113.338433,4082592085.003824,2721728056.6692166,1360864028.3346078,0.0,0.0,0.0,0.0,0.0,0.0
1550,1600,5047934680.154493,5069943417.197238,5091952154.239983,5113960891.282729,5135969628.325474,5157978365.368218,5259786624.616965,5361594883.865712,5463403143.11446,5565211402.363207,5667019661.611954,5808010449.752655,5949001237.893356,6089992026.034059,6230982814.17476,6371973602.315462,6560396371.741562,6748819141.167662,6937241910.593762,7125664680.019862,7314087449.445962,7526342100.99663,7738596752.547299,7950851404.097967,8163106055.648636,8375360707.199306,10170756951.125767,11966153195.052229,13761549438.978691,15556945682.905153,17352341926.831615,17831898927.627323,18311455928.42304,18791012929.218746,19270569930.014458,19750126930.81017
