Unit: BTU,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
rubber and plastic products 22,2477997714999.4375,2577847757375.625,2732803355437.1426,2789770767843.0566,2861311057251.043,2937113475195.9907,3040689214900.1035,3150579512015.0938,3267261401230.8545,3391250214673.093,3523102724762.833,3680203714950.1235,3847852267071.159,4026893616147.6177,4218244752761.3364,4422900642639.562,4637503723915.014,4867217143139.525,5113264933088.753,5376974717325.8,5659786628843.301,5947422223480.91,6255728094395.144,6586357151035.332,6941098669456.675,7321889691854.264,7706081291413.523,8117922135421.734,8559562744373.153,9033324486489.318,9541713287157.953,10050102087826.5,10558490888495.125,11066879689163.75,11575268489832.375,12083657290501.125,12592046091169.75,13100434891838.375,13608823692507.0,14117212493175.625,14625601293844.25,15133990094512.877,15642378895181.5,16150767695850.125,16659156496518.752,17167545297187.375,17675934097856.0,18184322898524.625,18692711699193.375,19201100499862.0,19709489300530.625
glass and glass products 231,9709671483161.625,10081306187637.5,10620416925646.857,10858077525497.03,11144841856201.082,11439798145218.975,11833530652067.184,12241231993944.092,12663416088589.818,13100616577814.34,13553387625171.01,14086544895297.717,14641135242561.877,15218042098118.549,15818186354316.328,16442527999037.457,17075729382875.99,17733889759463.01,18418019654985.383,19129171765088.77,19868442779420.51,20582155333350.24,21322217603820.227,22089632354332.055,22885441782046.688,23710729120274.703,24487983453120.32,25291468167394.664,26122097331891.895,26980817987047.848,27868611374405.73,28756404761763.75,29644198149121.5,30531991536479.5,31419784923837.254,32307578311195.254,33195371698553.0,34083165085911.0,34970958473268.75,35858751860626.75,36746545247984.5,37634338635342.5,38522132022700.25,39409925410058.25,40297718797416.0,41185512184774.0,42073305572132.0,42961098959489.75,43848892346847.75,44736685734205.5,45624479121563.5
cement and other nonmetallic minerals 239,52236040967844.0,57095253008533.0,61405731139248.14,62779850724097.02,64437881055186.6,66143276117175.63,68419781138171.39,70777051964700.58,73218059995607.38,75745890671485.81,78363748086713.98,81446387140673.92,84652949180087.56,87988542077495.8,91458490300700.83,95068344362286.69,98729424167835.02,102534813298426.7,106490354471892.44,110602134223840.17,114876493456901.0,119003077328715.02,123282011491557.56,127719093780523.56,132320350030484.56,137092043341457.7,141586016687671.4,146231650346372.62,151034229332548.28,155999229298499.6,161132323642437.53,166265417986376.0,171398512330314.0,176531606674252.0,181664701018190.0,186797795362128.0,191930889706066.0,197063984050004.0,202197078393942.0,207330172737880.0,212463267081818.0,217596361425756.0,222729455769694.0,227862550113632.0,232995644457570.0,238128738801506.0,243261833145444.0,248394927489382.0,253528021833320.03,258661116177257.97,263794210521196.0
iron and steel 241,6277806682264.25,7225409778527.25,8609278381935.345,9239508685785.006,9954984892718.67,10726445031502.416,11647227146876.518,12647482553486.648,13734112242125.223,14914620476535.885,16197167927619.385,17671217180577.668,19280020354857.395,21035956885781.082,22952549550348.48,25044570669220.43,27302035034305.277,29763946528228.113,32448916392424.04,35377259580781.09,38571151678039.484,41943086213202.85,45611321781211.85,49602039016639.99,53943745459537.75,58667483656456.945,63602813929734.01,68955371568019.195,74760614184742.86,81057029590227.12,87886396276739.8,94715762963252.0,101545129649764.0,108374496336278.0,115203863022790.0,122033229709302.02,128862596395816.02,135691963082328.0,142521329768840.0,149350696455354.0,156180063141866.0,163009429828378.0,169838796514892.0,176668163201404.0,183497529887916.0,190326896574430.0,197156263260942.0,203985629947454.0,210814996633968.0,217644363320480.0,224473730006992.0
other metals 242,1353441682070.625,1557736843335.25,1856087134313.9006,1991959423109.2754,2146210002970.158,2312530241985.4336,2511043028078.895,2726689579261.695,2960957690405.3125,3215465216894.274,3491971529908.633,3809764001284.8286,4156608271031.0127,4535173240025.146,4948374303878.336,5399396249178.509,5886086350058.273,6416853511598.526,6995710159028.054,7627036023477.966,8315611972252.842,9042572355087.916,9833412718398.787,10693777384141.86,11629812335287.062,12648210080627.238,13712225276493.195,14866191140686.957,16117752032837.988,17475205597231.62,18947558921169.395,20419912245107.5,21892265569045.0,23364618892983.0,24836972216920.5,26309325540858.5,27781678864796.0,29254032188734.0,30726385512672.0,32198738836609.5,33671092160547.496,35143445484485.0,36615798808423.0,38088152132360.5,39560505456298.5,41032858780236.0,42505212104174.0,43977565428112.0,45449918752049.5,46922272075987.5,48394625399925.0
metal products except machinery and vehicles 25,4325044975152.2505,4694146429211.25,5223056611344.856,5472364477095.675,5757592884544.744,6059514929236.327,6428285900077.556,6821463669083.281,7240799003387.899,7688177140477.973,8165628680311.052,8715085589967.28,9304301014337.646,9936355441714.02,10614582259958.72,11342589476413.6,12112693670004.05,12939116514851.436,13826262544902.184,14778900158254.912,15802192960283.086,16856836212578.65,17987628400559.062,19200451564481.414,20501666574907.996,21898153635895.934,23322462225868.668,24847370753687.36,26480477275692.29,28229982836908.027,30104741011699.47,31979499186491.496,33854257361283.0,35729015536074.0,37603773710865.5,39478531885657.0,41353290060448.5,43228048235240.0,45102806410031.5,46977564584823.0,48852322759614.5,50727080934405.5,52601839109197.0,54476597283988.5,56351355458780.0,58226113633571.5,60100871808363.0,61975629983154.51,63850388157945.99,65725146332737.5,67599904507528.5
computers and electronics 26,649491858.5691376,690143667.4779968,747464104.8298874,775274632.7322998,807291549.5725086,840676133.3012602,882223368.1075011,925855489.994437,971678995.453925,1019805933.2443975,1070354200.9648323,1128594690.5862172,1190041568.7687016,1254873710.804776,1323280119.8640811,1395460509.514405,1470219181.636469,1549033057.2344584,1632125213.9633698,1719731194.8905942,1812099717.7037961,1904421056.5901923,2001512721.650871,2103625040.664061,2211021699.763499,2323980468.937341,2434974673.3003645,2551345807.188843,2673358422.542229,2801290307.9736466,2935433162.6611753,3069576017.3486633,3203718872.0362244,3337861726.7237244,3472004581.4112854,3606147436.0987854,3740290290.7863464,3874433145.4738464,4008576000.161408,4142718854.8489075,4276861709.536468,4411004564.2239685,4545147418.91153,4679290273.59903,4813433128.286591,4947575982.974091,5081718837.661591,5215861692.349152,5350004547.036652,5484147401.724213,5618290256.411713
appliances and electrical equipment 27,649491858.5691376,690143667.4779968,747464104.8298874,775274632.7322998,807291549.5725086,840676133.3012602,882223368.1075011,925855489.994437,971678995.453925,1019805933.2443975,1070354200.9648323,1128594690.5862172,1190041568.7687016,1254873710.804776,1323280119.8640811,1395460509.514405,1470219181.636469,1549033057.2344584,1632125213.9633698,1719731194.8905942,1812099717.7037961,1904421056.5901923,2001512721.650871,2103625040.664061,2211021699.763499,2323980468.937341,2434974673.3003645,2551345807.188843,2673358422.542229,2801290307.9736466,2935433162.6611753,3069576017.3486633,3203718872.0362244,3337861726.7237244,3472004581.4112854,3606147436.0987854,3740290290.7863464,3874433145.4738464,4008576000.161408,4142718854.8489075,4276861709.536468,4411004564.2239685,4545147418.91153,4679290273.59903,4813433128.286591,4947575982.974091,5081718837.661591,5215861692.349152,5350004547.036652,5484147401.724213,5618290256.411713
other machinery 28,1157698557126.2656,1219819927198.0156,1307774653536.9487,1349757178153.7336,1398584513222.4634,1449258970296.9563,1513406294878.279,1580449448133.3535,1650522166342.1116,1723764524949.2441,1800323248497.5476,1888966461233.4492,1982039697154.7498,2079768066224.9104,2182388331171.5068,2290149522445.995,2401016240138.57,2517335505330.6577,2639380257440.989,2767437368927.959,2901808372783.049,3034727323550.1265,3173845431950.2324,3319457530442.088,3471872771785.4575,3631415339869.352,3786266576167.809,3947844037425.5176,4116445778323.7754,4292383346235.372,4475982405398.066,4659581464560.75,4843180523723.4375,5026779582886.1875,5210378642048.875,5393977701211.5625,5577576760374.25,5761175819536.9375,5944774878699.625,6128373937862.3125,6311972997025.0,6495572056187.6875,6679171115350.4375,6862770174513.125,7046369233675.8125,7229968292838.5,7413567352001.1875,7597166411163.875,7780765470326.5625,7964364529489.249,8147963588651.938
road vehicles 29,13136238370108.125,13656297594361.75,14408081885061.998,14743231834875.541,15145681568514.885,15559958260420.523,16109407263689.447,16678827019870.547,17268968908352.91,17880613738564.98,18514572961317.375,19259520871548.19,20035071751948.81,20842513227075.645,21683188588221.68,22558499266781.23,23447472353586.273,24372267055545.848,25334364265996.707,26335307894270.777,27376707641191.67,28384640261417.13,29430664573276.133,30516262384697.81,31642974981486.77,32812405591130.207,33917305257130.223,35060452150379.055,36243211204658.33,37466997689668.23,38733279127355.516,39999560565043.0,41265842002730.0,42532123440417.5,43798404878104.5,45064686315792.0,46330967753479.5,47597249191166.5,48863530628854.0,50129812066541.0,51396093504228.5,52662374941916.0,53928656379603.0,55194937817290.5,56461219254977.5,57727500692665.0,58993782130352.0,60260063568039.5,61526345005727.01,62792626443413.99,64058907881101.49
nonroad vehicles 30,36273739414839.6,36741670653291.03,37215638204718.484,38000888170838.04,38289694920936.41,39684323993877.78,41078953066819.16,42473582139760.53,43868211212702.36,45262840285643.734,46657469358585.11,48052098431526.484,49446727504467.86,50841356577409.24,52235985650351.06,53630614723292.44,55025243796233.81,56419872869175.18,57814501942116.555,59209131015057.93,60603760087999.76,61998389160941.13,63393018233882.516,64787647306823.89,66182276379765.27,67576905452706.664,68971534525648.47,70366163598589.85,71760792671531.22,73155421744472.6,74550050817413.97,75944679890355.5,77339308963297.0,78733938036238.5,80128567109179.5,81523196182121.0,82917825255062.5,84312454328004.0,85707083400945.5,87101712473886.5,88496341546828.0,89890970619769.5,91285599692710.5,92680228765652.0,94074857838593.5,95469486911535.0,96864115984476.5,98258745057417.5,99653374130359.0,101048003203300.5,102442632276241.5
other manufacturing 31T33,5693766673853.3125,5964688840946.125,6352661216871.8955,6531655743358.725,6742615247839.663,6961215907309.848,7243054714081.789,7537058723780.976,7843789023500.931,8163834288447.741,8497812222498.322,8886898808300.91,9294732203782.361,9722264392155.914,10170498234849.424,10640490319435.36,11122711513972.45,11627995468158.97,12157507075665.639,12712473221306.32,13294186244474.94,13867073070469.133,14466202616790.584,15092851182745.793,15748360659499.021,16434142066809.592,17096777388930.676,17788020010389.875,18509188172473.61,19261664493454.176,20046899269009.66,20832134044565.25,21617368820120.75,22402603595676.25,23187838371231.75,23973073146787.25,24758307922342.75,25543542697898.0,26328777473453.5,27114012249009.0,27899247024564.5,28684481800120.0,29469716575675.5,30254951351231.0,31040186126786.5,31825420902342.004,32610655677897.504,33395890453453.004,34181125229008.496,34966360004563.996,35751594780119.5
energy pipelines and gas processing 352T353,55402438144000.0,55934301550182.41,56795689794055.22,57227337036490.04,57399019047599.5,59574474799938.35,61749930552277.2,63925386304616.04,66100842056954.04,68276297809292.89,70451753561631.73,72627209313970.58,74802665066309.44,76978120818648.3,79153576570987.16,81329032323326.0,83504488075663.98,85679943828002.83,87855399580341.67,90030855332680.52,92206311085019.36,94381766837358.2,96557222589697.05,98732678342035.9,100908134094373.89,103083589846712.73,105259045599051.58,107434501351390.42,109609957103729.27,111785412856068.11,113960868608406.95,116136324360745.5,118311780113084.5,120487235865423.0,122662691617762.0,124838147370101.02,127013603122440.0,129189058874778.5,131364514627117.5,133539970379456.52,135715426131794.98,137890881884134.0,140066337636473.0,142241793388811.5,144417249141150.5,146592704893489.5,148768160645828.0,150943616398167.0,153119072150506.0,155294527902844.5,157469983655183.5
water and waste 36T39,7872997728298.134,8219992651323.92,8566987574349.839,8913982497375.758,9260977420401.545,9607972343427.465,9954967266453.385,10301962189479.305,10648957112505.092,10995952035531.012,11342946958556.93,11689941881582.85,12036936804608.637,12383931727634.557,12730926650660.475,13077921573686.264,13424916496712.184,13771911419738.102,14118906342764.021,14465901265789.809,14812896188815.727,15159891111841.646,15506886034867.564,15853880957893.35,16200875880919.271,16547870803945.188,16894865726971.107,17241860649996.898,17588855573022.814,17935850496048.73,18282845419074.52,18629840342100.375,18976835265126.125,19323830188152.0,19670825111177.75,20017820034203.5,20364814957229.25,20711809880255.125,21058804803280.875,21405799726306.625,21752794649332.5,22099789572358.25,22446784495384.0,22793779418409.875,23140774341435.625,23487769264461.375,23834764187487.25,24181759110513.0,24528754033538.75,24875748956564.625,25222743879590.375
construction 41T43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
